common_opponents_count,p2_current_streak_count,ranking_ratio,p2_form_win_percentage,p1_current_streak_count,p1_ranking_momentum_score,ranking_diff,p1_ranking,p1_surface_specialization_score,p2_form_recent_score,p2_ranking_momentum_score,p1_common_opponents_score,p2_surface_specialization_score,p1_pts,p1_strength_of_schedule_score,match_competitiveness,p2_pts,p1_elo,p1_form_win_percentage,p2_form_losses,p2_common_opponents_score,p2_elo,p1_form_recent_score,p2_regional_comfort_win_rate,p2_ranking,elo_diff,tipo_cancha,p1_form_status,p1_current_streak_type,p2_form_status,p2_current_streak_type,actual_winner,surface_Clay,surface_Grass,surface_Hard
4,1,1.3664596273291925,70.0,1,0.87,237.0,880.0,0.35,1.46,0.92,0.0,0.4,27.0,0.09,0,54.0,1565,40.0,6.0,0.11,1711,1.23,60.0,643.0,-146,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
4,1,1.3664596273291925,70.0,1,0.87,237.0,880.0,0.35,1.46,0.92,0.0,0.4,27.0,0.09,0,54.0,1565,40.0,6.0,0.11,1711,1.23,60.0,643.0,-146,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
5,1,0.9610778443113772,55.0,6,0.92,-25.0,642.0,0.42,1.28,0.92,0.19,0.4,54.0,0.21,2,51.0,1733,70.0,9.0,0.11,1629,1.53,53.3,667.0,104,Hard,Buena,victorias,Regular,victorias,player1,False,False,True
5,1,0.9610778443113772,55.0,6,0.92,-25.0,642.0,0.42,1.28,0.92,0.19,0.4,54.0,0.21,2,51.0,1733,70.0,9.0,0.11,1629,1.53,53.3,667.0,104,Hard,Buena,victorias,Regular,victorias,player1,False,False,True
0,1,1.879598662207358,45.0,1,0.82,527.0,1124.0,0.27,1.33,0.93,0.0,0.34,12.0,0.09,0,63.0,1527,45.0,11.0,0.0,1560,1.33,47.00697202739843,597.0,-33,Hard,Regular,victorias,Regular,victorias,player2,False,False,True
0,1,1.879598662207358,45.0,1,0.82,527.0,1124.0,0.27,1.33,0.93,0.0,0.34,12.0,0.09,0,63.0,1527,45.0,11.0,0.0,1560,1.33,47.00697202739843,597.0,-33,Hard,Regular,victorias,Regular,victorias,player2,False,False,True
1,1,0.49740034662045063,25.0,1,0.93,-579.0,574.0,0.38,1.16,0.81,0.0,0.29,68.0,0.12,0,11.0,1646,65.0,15.0,0.0,1482,1.43,40.0,1153.0,164,Hard,Buena,victorias,Mala,victorias,player1,False,False,True
1,1,0.49740034662045063,25.0,1,0.93,-579.0,574.0,0.38,1.16,0.81,0.0,0.29,68.0,0.12,0,11.0,1646,65.0,15.0,0.0,1482,1.43,40.0,1153.0,164,Hard,Buena,victorias,Mala,victorias,player1,False,False,True
0,1,0.5992260917634052,21.1,1,0.49,-724.0,1084.0,0.35,1.14,0.38,0.0,0.2,13.0,0.0,0,2.0,1573,50.0,15.0,0.0,1434,1.38,0.0,1808.0,139,Clay,Regular,victorias,Mala,victorias,player2,True,False,False
0,1,0.5992260917634052,21.1,1,0.49,-724.0,1084.0,0.35,1.14,0.38,0.0,0.2,13.0,0.0,0,2.0,1573,50.0,15.0,0.0,1434,1.38,0.0,1808.0,139,Clay,Regular,victorias,Mala,victorias,player2,True,False,False
0,0,0.23333333333333334,80.0,0,0.52,-68.0,21.0,0.0,0.0,0.51,0.0,0.0,1856.0,0.0,1,840.0,1500,60.0,4.0,0.0,1500,0.0,60.0,89.0,0,Clay,,,,,player2,True,False,False
0,0,0.23333333333333334,80.0,0,0.52,-68.0,21.0,0.0,0.0,0.51,0.0,0.0,1856.0,0.0,1,840.0,1500,60.0,4.0,0.0,1500,0.0,60.0,89.0,0,Clay,,,,,player2,True,False,False
0,0,0.23333333333333334,80.0,0,0.52,-68.0,21.0,0.0,0.0,0.51,0.0,0.0,1856.0,0.0,1,840.0,1500,60.0,4.0,0.0,1500,0.0,60.0,89.0,0,Clay,,,,,player2,True,False,False
0,0,0.23333333333333334,80.0,0,0.52,-68.0,21.0,0.0,0.0,0.51,0.0,0.0,1856.0,0.0,1,840.0,1500,60.0,4.0,0.0,1500,0.0,60.0,89.0,0,Clay,,,,,player2,True,False,False
0,0,0.23333333333333334,80.0,0,0.52,-68.0,21.0,0.0,0.0,0.51,0.0,0.0,1856.0,0.0,1,840.0,1500,60.0,4.0,0.0,1500,0.0,60.0,89.0,0,Clay,,,,,player2,True,False,False
0,0,0.23333333333333334,80.0,0,0.52,-68.0,21.0,0.0,0.0,0.51,0.0,0.0,1856.0,0.0,1,840.0,1500,60.0,4.0,0.0,1500,0.0,60.0,89.0,0,Clay,,,,,player2,True,False,False
1,1,0.6681318681318681,65.0,1,0.64,-150.0,304.0,0.53,1.36,0.62,0.0,0.52,172.0,0.19,0,101.0,1673,65.0,7.0,0.16,1711,1.4,50.13451174250337,454.0,-38,Clay,Buena,victorias,Buena,victorias,player2,True,False,False
4,1,0.6141552511415526,70.0,6,0.64,-168.0,269.0,0.59,1.37,0.62,0.24,0.52,193.0,0.12,0,107.0,1837,85.0,6.0,0.24,1730,1.54,46.78225595929424,437.0,107,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
4,1,0.7121212121212122,45.0,1,0.7,-113.0,282.0,0.6,1.28,0.69,0.42,0.51,188.0,0.24,0,123.0,1671,65.0,11.0,0.08,1605,1.32,48.29116317312306,395.0,66,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
2,1,0.9112050739957717,75.0,1,0.68,-41.0,431.0,0.48,1.41,0.62,0.0,0.52,109.0,0.22,2,97.0,1660,60.0,5.0,0.3,1730,1.35,60.131666374127526,472.0,-70,Clay,Buena,victorias,Excelente,victorias,player1,True,False,False
7,1,0.7226890756302521,50.0,1,0.64,-98.0,258.0,0.58,1.24,0.63,0.23,0.47,209.0,0.14,1,140.0,1753,70.0,10.0,0.46,1585,1.41,48.480361521232666,356.0,168,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
2,1,0.09600389863547758,65.0,6,0.71,-1854.0,197.0,0.57,1.37,0.35,0.22,0.53,288.0,0.25,0,1.0,1773,80.0,7.0,0.0,1679,1.57,40.931202094043144,2051.0,94,Clay,Excelente,victorias,Buena,victorias,player2,True,False,False
2,1,1.3606259246799561,40.0,1,0.64,56.823802060737655,301.0,0.56,1.26,0.0,0.0,0.46,176.0,0.18,0,292.15449044877965,1620,50.0,12.0,0.24,1583,1.31,37.780774107077804,241.74440814222476,37,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
3,1,0.5557894736842105,55.0,1,0.7,-210.0,264.0,0.55,1.3,0.62,0.22,0.52,199.0,0.2,0,96.0,1715,65.0,9.0,0.0,1647,1.38,47.37352037392676,474.0,68,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
5,1,0.8595744680851064,55.0,1,0.62,-65.0,404.0,0.54,1.32,0.62,0.3,0.53,119.0,0.09,1,98.0,1745,70.0,9.0,0.08,1677,1.34,37.71326740736514,469.0,68,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
5,1,0.7045908183632734,60.0,1,0.63,-147.0,353.0,0.51,1.33,0.61,0.08,0.51,141.0,0.14,0,87.0,1646,60.0,8.0,0.0,1680,1.33,53.89215019973203,500.0,-34,Clay,Buena,victorias,Buena,victorias,player1,True,False,False
2,1,0.9213483146067416,65.0,1,0.62,-34.0,410.0,0.55,1.42,0.62,0.22,0.54,116.0,0.19,2,104.0,1747,75.0,7.0,0.0,1754,1.4,52.849897540060084,444.0,-7,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
1,-3,3.0508474576271185,40.0,2,1.0,122.0,180.0,0.0,1.42,1.04,-0.0,0.47,318.0,0.12,0,895.0,1832,85.0,12.0,-0.0,1731,1.83,33.300000000000004,58.0,101,Grass,Excelente,victorias,Regular,derrotas,player1,False,True,False
14,-4,0.9038461538461539,45.0,-1,1.16,-4.0,47.0,0.0,1.29,1.04,0.17,0.0,970.0,0.27,3,948.0,1736,40.0,11.0,0.19,1717,1.3,41.02147843094158,51.0,19,Grass,Regular,derrotas,Regular,derrotas,player1,False,True,False
3,5,0.21365638766519823,75.0,2,1.03,-356.0,97.0,0.0,1.87,0.95,0.0,0.6,629.0,0.27,0,101.0,1748,55.0,5.0,0.0,1766,1.61,79.30812368260958,453.0,-18,Grass,Regular,victorias,Excelente,victorias,player1,False,True,False
11,-4,1.0714285714285714,40.0,-2,1.04,4.0,45.0,0.57,1.3,1.05,0.12,0.52,994.0,0.27,3,1130.0,1772,50.0,12.0,0.08,1711,1.42,70.3035270194508,41.0,61,Grass,Regular,derrotas,Regular,derrotas,player1,False,True,False
4,2,0.17297297297297298,55.0,-1,1.05,-152.0,32.0,0.0,1.61,1.0,0.03,0.48,1370.0,0.27,0,315.0,1798,40.0,9.0,0.0,1668,1.38,57.791037440526786,184.0,130,Grass,Regular,derrotas,Regular,victorias,player1,False,True,False
4,-2,0.25396825396825395,55.0,-4,1.07,-46.0,16.0,0.0,1.53,1.04,0.03,0.0,2449.0,0.27,2,1012.0,1722,30.0,9.0,0.02,1739,1.29,40.965603949987134,62.0,-17,Grass,Mala,derrotas,Regular,derrotas,player2,False,True,False
10,-1,0.7631578947368421,50.0,-1,1.15,-17.0,58.0,0.55,1.41,1.04,0.07,0.0,1051.0,0.27,2,933.0,1796,50.0,10.0,0.08,1779,1.45,44.43904314844455,75.0,17,Grass,Regular,derrotas,Regular,derrotas,player1,False,True,False
10,-1,7.75,55.0,-1,1.02,136.0,155.0,0.41,1.46,1.06,0.06,0.67,479.0,0.27,0,1918.0,1746,50.0,9.0,0.08,1874,1.43,66.41441662687346,19.0,-128,Grass,Regular,derrotas,Regular,derrotas,player2,False,True,False
4,2,0.13125,55.0,-1,1.15,-416.0,63.0,0.44,1.58,0.96,0.03,0.58,1009.0,0.27,0,115.0,1783,65.0,9.0,0.0,1668,1.56,52.6054970799783,479.0,115,Grass,Buena,derrotas,Regular,victorias,player2,False,True,False
5,-4,0.5957446808510638,40.0,-1,1.04,-56.0,84.0,0.0,1.38,1.02,0.02,0.59,888.0,0.27,1,545.0,1818,70.0,12.0,0.02,1756,1.66,65.43480667362809,140.0,62,Grass,Buena,derrotas,Regular,derrotas,player1,False,True,False
3,-5,11.375,40.0,-1,0.99,250.0,273.0,0.48,1.4,1.06,0.0,0.65,253.0,0.27,0,1800.0,1806,70.0,12.0,0.0,1714,1.68,65.68244524421922,23.0,92,Grass,Buena,derrotas,Regular,derrotas,player1,False,True,False
3,1,0.7854545454545454,60.0,1,1.0,-58.0,216.0,0.53,1.64,0.98,0.0,0.43,265.0,0.27,1,192.0,1632,45.0,8.0,0.0,1692,1.51,54.947111566690765,274.0,-60,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
1,1,0.4709480122324159,60.0,1,1.01,-172.0,154.0,0.45,1.62,0.97,-0.0,0.0,386.0,0.27,0,157.0,1675,55.0,8.0,-0.0,1701,1.6,60.07037053940731,326.0,-26,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
5,1,0.9135802469135802,50.0,1,1.0,-20.0,222.0,0.0,1.52,0.99,0.02,0.0,259.0,0.25,2,231.0,1672,60.0,10.0,0.02,1689,1.57,59.16668935787988,242.0,-17,Grass,Buena,victorias,Regular,victorias,player2,False,True,False
2,1,0.5023584905660378,50.0,1,1.01,-210.0,213.0,0.0,1.57,0.97,0.0,0.49,344.0,0.27,0,136.0,1715,65.0,10.0,0.0,1606,1.64,60.0752957322249,423.0,109,Grass,Buena,victorias,Regular,victorias,player1,False,True,False
3,1,1.170995670995671,35.0,1,0.95,80.0,541.0,0.45,1.43,0.96,0.03,0.38,98.0,0.24,1,121.0,1652,55.0,13.0,0.02,1535,1.55,63.513909600501194,461.0,117,Grass,Regular,victorias,Mala,victorias,player1,False,True,False
4,1,0.6676923076923077,70.0,1,1.01,-107.0,217.0,0.46,1.64,0.98,0.02,0.0,334.0,0.27,0,197.0,1719,60.0,6.0,0.02,1714,1.55,59.56046407706777,324.0,5,Grass,Buena,victorias,Buena,victorias,player1,False,True,False
3,1,0.7404580152671756,65.0,1,1.01,-67.0,194.0,0.0,1.64,1.0,0.0,0.47,373.0,0.27,1,266.0,1717,55.0,7.0,0.0,1705,1.6,63.87034159090369,261.0,12,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
5,1,0.6504854368932039,50.0,1,1.01,-107.0,201.0,0.0,1.54,0.94,0.03,0.0,365.0,0.27,0,218.0,1674,50.0,10.0,0.02,1666,1.5,67.343080456156,308.0,8,Grass,Regular,victorias,Regular,victorias,player1,False,True,False
2,-4,0.7881944444444444,45.0,-1,0.65,-60.0,227.0,0.52,1.22,0.64,0.29,0.3,252.0,0.27,1,185.0,1654,60.0,11.0,0.0,1589,1.34,50.91419043978327,287.0,65,Clay,Buena,derrotas,Regular,derrotas,player1,True,False,False
4,-1,0.5375375375375375,45.0,-1,0.65,-153.0,179.0,0.52,1.18,0.63,0.22,0.5,322.0,0.25,0,151.0,1677,60.0,11.0,0.29,1589,1.34,59.37800189939183,332.0,88,Clay,Buena,derrotas,Regular,derrotas,player1,True,False,False
3,-1,3.802919708029197,50.0,-1,0.61,385.0,521.0,0.6,1.26,0.66,0.19,0.53,79.0,0.27,0,450.0,1800,65.0,10.0,0.0,1670,1.38,25.072043335266592,136.0,130,Clay,Buena,derrotas,Regular,derrotas,player1,True,False,False
3,-1,3.6346153846153846,50.0,-1,0.63,275.0,378.0,0.52,1.26,0.67,0.0,0.54,128.0,0.25,0,600.0,1582,45.0,10.0,0.29,1670,1.23,17.985273811309614,103.0,-88,Clay,Regular,derrotas,Regular,derrotas,player2,True,False,False
1,-1,1.0714285714285714,60.0,-2,0.65,16.0,225.0,0.62,1.33,0.65,0.0,0.56,256.0,0.27,2,272.0,1724,65.0,8.0,0.22,1669,1.4,71.64094563752758,209.0,55,Clay,Buena,derrotas,Buena,derrotas,player2,True,False,False
6,-1,0.7330960854092526,70.0,-2,0.65,-74.0,206.0,0.53,1.36,0.64,0.24,0.49,276.0,0.22,1,189.0,1599,45.0,6.0,0.08,1706,1.16,51.86587727743613,280.0,-107,Clay,Regular,derrotas,Buena,derrotas,player2,True,False,False
4,-1,2.3020833333333335,50.0,-6,0.65,126.0,221.0,0.0,1.25,0.67,0.0,0.52,259.0,0.26,0,633.0,1601,40.0,10.0,0.34,1720,1.19,62.83130530906252,95.0,-119,Clay,Regular,derrotas,Regular,derrotas,player2,True,False,False
2,-1,1.1422764227642277,60.0,-2,0.64,36.0,281.0,0.53,1.32,0.71,0.24,0.51,188.0,0.18,2,225.0,1635,60.0,8.0,0.0,1642,1.32,54.68885138821777,245.0,-7,Clay,Buena,derrotas,Buena,derrotas,player2,True,False,False
1,-2,0.5830985915492958,45.0,-1,0.71,-147.0,207.0,0.44,1.23,0.63,0.0,0.42,274.0,0.21,0,141.0,1698,65.0,11.0,0.0,1584,1.37,51.569675181186945,354.0,114,Clay,Buena,derrotas,Regular,derrotas,player1,True,False,False
2,-2,2.1401869158878504,60.0,-1,0.65,123.0,229.0,0.56,1.3,0.67,0.08,0.58,251.0,0.21,0,585.0,1812,85.0,8.0,0.0,1703,1.49,56.85651408524363,106.0,109,Clay,Excelente,derrotas,Buena,derrotas,player1,True,False,False
3,-3,4.735294117647059,30.0,-2,1.02,128.0,161.0,0.0,1.33,1.06,0.0,0.69,467.0,0.27,0,1405.0,1721,60.0,14.0,0.0,1719,1.61,66.92190123851158,33.0,2,Grass,Buena,derrotas,Mala,derrotas,player1,False,True,False
11,-2,0.44981412639405205,55.0,-2,1.03,-147.0,121.0,0.62,1.41,0.98,0.13,0.0,660.0,0.27,0,196.0,1882,50.0,9.0,0.14,1816,1.44,51.940501455996554,268.0,66,Grass,Regular,derrotas,Regular,derrotas,player2,False,True,False
3,1,0.44073139125147637,70.0,-1,0.67,-127.83871999472672,104.0,0.56,1.35,0.0,0.24,0.65,731.0,0.27,0,656.3707341097518,1838,70.0,6.0,0.19,1740,1.42,32.0270129348025,158.12938951634925,98,Clay,Buena,derrotas,Buena,victorias,player1,True,False,False
3,5,1.6577946768060836,70.0,-1,0.63,174.0,436.0,0.54,1.49,0.61,0.0,0.64,131.0,0.27,0,266.0,1591,40.0,6.0,0.31,1779,1.18,71.38188931218839,262.0,-188,Clay,Regular,derrotas,Buena,victorias,player1,True,False,False
1,-1,1.0757575757575757,70.0,-2,0.66,11.0,142.0,0.56,1.37,0.67,0.2,0.56,533.0,0.27,2,571.0,1681,60.0,6.0,0.0,1758,1.32,52.85890555090712,131.0,-77,Clay,Buena,derrotas,Buena,derrotas,player1,True,False,False
2,-2,2.15625,45.0,-1,0.99,149.0,276.0,0.0,1.46,1.03,0.0,0.0,250.0,0.09,0,617.0,1843,85.0,11.0,0.0,1682,1.78,46.40720418407468,127.0,161,Grass,Excelente,derrotas,Regular,derrotas,player1,False,True,False
0,-1,0.3626115258749116,40.0,-1,1.15,-247.22033212582343,68.0,0.0,1.45,0.0,-0.0,0.0,961.0,0.27,0,496.96808714587195,1750,50.0,3.0,-0.0,1493,1.52,45.353960358639405,283.9223036311166,257,Grass,Regular,derrotas,Regular,derrotas,player1,False,True,False
4,-1,0.8265895953757225,65.0,-2,1.02,-29.0,143.0,0.0,1.56,1.02,0.02,0.0,532.0,0.27,2,431.0,1791,65.0,7.0,0.03,1746,1.56,49.250222380938204,172.0,45,Grass,Buena,derrotas,Buena,derrotas,player2,False,True,False
11,-1,1.7526881720430108,65.0,-4,1.02,71.0,163.0,0.39,1.48,1.04,0.07,0.0,463.0,0.27,1,820.0,1665,45.0,7.0,0.15,1808,1.33,35.31746677339554,92.0,-143,Grass,Regular,derrotas,Buena,derrotas,player2,False,True,False
1,-1,0.9719101123595506,70.0,-1,1.01,-4.0,173.0,0.47,1.58,1.01,-0.0,0.0,428.0,0.27,3,413.0,1793,65.0,6.0,-0.0,1769,1.65,65.87463911385885,177.0,24,Grass,Buena,derrotas,Buena,derrotas,player2,False,True,False
4,-2,1.2314049586776858,50.0,-1,1.01,29.0,149.0,0.0,1.48,1.02,0.02,0.0,404.0,0.26,2,522.0,1651,65.0,10.0,0.01,1685,1.56,72.08525321948208,120.0,-34,Grass,Buena,derrotas,Regular,derrotas,player1,False,True,False
3,-2,0.5044776119402985,55.0,-2,1.01,-165.0,169.0,0.0,1.55,0.97,0.0,0.55,344.0,0.27,0,150.0,1568,35.0,9.0,0.0,1743,1.41,58.505669393067095,334.0,-175,Grass,Mala,derrotas,Regular,derrotas,player2,False,True,False
0,-3,1.75,45.0,-1,0.99,100.0,231.0,0.0,1.49,1.02,-0.0,0.51,250.0,0.19,1,465.0,1688,60.0,11.0,-0.0,1626,1.58,72.20611725665044,131.0,62,Grass,Buena,derrotas,Regular,derrotas,player2,False,True,False
0,-1,0.959731543624161,75.0,-1,1.01,-5.0,143.0,0.0,1.66,1.01,-0.0,0.0,411.0,0.27,3,404.0,1741,70.0,5.0,-0.0,1811,1.63,67.95594935087337,148.0,-70,Grass,Buena,derrotas,Excelente,derrotas,player2,False,True,False
1,1,2.7280927835051547,45.0,1,0.35,1342.0,2117.0,0.42,1.27,0.58,0.0,0.44,1.0,0.0,0,38.0,1552,45.5,11.0,0.0,1550,1.32,45.123336892097576,775.0,2,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
4,-1,1.5564516129032258,55.0,-1,0.6,208.0,579.0,0.52,1.27,0.63,0.29,0.53,67.0,0.23,0,131.0,1644,60.0,9.0,0.34,1672,1.3,53.96762029415685,371.0,-28,Clay,Buena,derrotas,Regular,derrotas,player2,True,False,False
12,-4,0.6231884057971014,50.0,-1,0.63,-233.0,387.0,0.56,1.13,0.6,0.59,0.48,125.0,0.23,0,58.0,1695,55.0,10.0,0.34,1577,1.19,28.816890493998127,620.0,118,Clay,Regular,derrotas,Regular,derrotas,player1,True,False,False
0,-1,0.5342960288808665,30.8,-2,0.48,-1031.0,1184.0,0.2,1.2,0.32,0.0,0.33,10.0,0.0,0,1.0,1464,40.0,9.0,0.0,1503,1.23,30.52678169703232,2215.0,-39,Clay,Regular,derrotas,Mala,derrotas,player2,True,False,False
11,-3,1.1663585951940851,20.0,-2,0.46,181.0,1262.0,0.38,0.92,0.5,0.48,0.38,8.0,0.21,0,14.0,1467,30.0,16.0,0.53,1418,1.06,40.997102525759125,1081.0,49,Clay,Mala,derrotas,Mala,derrotas,player2,True,False,False
4,1,0.7121212121212122,45.0,1,0.7,-113.0,282.0,0.6,1.28,0.69,0.42,0.51,188.0,0.24,0,123.0,1671,65.0,11.0,0.08,1605,1.32,48.29116317312306,395.0,66,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
2,1,0.9112050739957717,75.0,1,0.68,-41.0,431.0,0.48,1.41,0.62,0.0,0.52,109.0,0.22,2,97.0,1660,60.0,5.0,0.3,1730,1.35,60.131658922096754,472.0,-70,Clay,Buena,victorias,Excelente,victorias,player1,True,False,False
7,1,0.7226890756302521,50.0,1,0.64,-98.0,258.0,0.58,1.24,0.63,0.23,0.47,209.0,0.14,1,140.0,1753,70.0,10.0,0.46,1585,1.41,48.48039947323834,356.0,168,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
2,1,0.09600389863547758,65.0,6,0.71,-1854.0,197.0,0.57,1.37,0.35,0.22,0.53,288.0,0.25,0,1.0,1773,80.0,7.0,0.0,1679,1.57,40.931202094043144,2051.0,94,Clay,Excelente,victorias,Buena,victorias,player2,True,False,False
2,1,1.3606259246799561,40.0,1,0.64,56.823802060737655,301.0,0.56,1.26,0.0,0.0,0.46,176.0,0.18,0,292.15449044877965,1620,50.0,12.0,0.24,1583,1.31,37.780774107077804,241.74440814222476,37,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
3,1,0.5557894736842105,55.0,1,0.7,-210.0,264.0,0.55,1.3,0.62,0.22,0.52,199.0,0.2,0,96.0,1715,65.0,9.0,0.0,1647,1.38,47.37352037392676,474.0,68,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
5,1,0.8595744680851064,55.0,1,0.62,-65.0,404.0,0.54,1.32,0.62,0.3,0.53,119.0,0.09,1,98.0,1745,70.0,9.0,0.08,1677,1.34,37.713385982268754,469.0,68,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
5,1,0.7045908183632734,60.0,1,0.63,-147.0,353.0,0.51,1.33,0.61,0.08,0.51,141.0,0.14,0,87.0,1646,60.0,8.0,0.0,1680,1.33,53.89215019973203,500.0,-34,Clay,Buena,victorias,Buena,victorias,player1,True,False,False
2,1,0.9213483146067416,65.0,1,0.62,-34.0,410.0,0.55,1.42,0.62,0.22,0.54,116.0,0.19,2,104.0,1747,75.0,7.0,0.0,1754,1.4,52.849897540060084,444.0,-7,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
1,-3,3.0508474576271185,40.0,2,1.0,122.0,180.0,0.0,1.42,1.04,-0.0,0.47,318.0,0.12,0,895.0,1832,85.0,12.0,-0.0,1731,1.83,33.300000000000004,58.0,101,Grass,Excelente,victorias,Regular,derrotas,player1,False,True,False
14,-4,0.9038461538461539,45.0,-1,1.16,-4.0,47.0,0.0,1.29,1.04,0.17,0.0,970.0,0.27,3,948.0,1736,40.0,11.0,0.19,1717,1.3,41.02148027397447,51.0,19,Grass,Regular,derrotas,Regular,derrotas,player1,False,True,False
3,5,0.21365638766519823,75.0,2,1.03,-356.0,97.0,0.0,1.87,0.95,0.0,0.6,629.0,0.27,0,101.0,1748,55.0,5.0,0.0,1766,1.61,79.3081237115294,453.0,-18,Grass,Regular,victorias,Excelente,victorias,player1,False,True,False
11,-4,1.0714285714285714,40.0,-2,1.04,4.0,45.0,0.57,1.3,1.05,0.12,0.52,994.0,0.27,3,1130.0,1772,50.0,12.0,0.08,1711,1.42,70.3035270194508,41.0,61,Grass,Regular,derrotas,Regular,derrotas,player1,False,True,False
4,2,0.17297297297297298,55.0,-1,1.05,-152.0,32.0,0.0,1.61,1.0,0.03,0.48,1370.0,0.27,0,315.0,1798,40.0,9.0,0.0,1668,1.38,57.791037440526786,184.0,130,Grass,Regular,derrotas,Regular,victorias,player1,False,True,False
4,-2,0.25396825396825395,55.0,-4,1.07,-46.0,16.0,0.0,1.53,1.04,0.03,0.0,2449.0,0.27,2,1012.0,1722,30.0,9.0,0.02,1739,1.29,40.965603949987134,62.0,-17,Grass,Mala,derrotas,Regular,derrotas,player2,False,True,False
10,-1,0.7631578947368421,50.0,-1,1.15,-17.0,58.0,0.55,1.41,1.04,0.07,0.0,1051.0,0.27,2,933.0,1796,50.0,10.0,0.08,1779,1.45,44.43904314844455,75.0,17,Grass,Regular,derrotas,Regular,derrotas,player1,False,True,False
10,-1,7.75,55.0,-1,1.02,136.0,155.0,0.41,1.46,1.06,0.06,0.67,479.0,0.27,0,1918.0,1746,50.0,9.0,0.08,1874,1.43,66.41441662687346,19.0,-128,Grass,Regular,derrotas,Regular,derrotas,player2,False,True,False
4,2,0.13125,55.0,-1,1.15,-416.0,63.0,0.44,1.58,0.96,0.03,0.58,1009.0,0.27,0,115.0,1783,65.0,9.0,0.0,1668,1.56,52.6054970799783,479.0,115,Grass,Buena,derrotas,Regular,victorias,player2,False,True,False
5,-4,0.5957446808510638,40.0,-1,1.04,-56.0,84.0,0.0,1.38,1.02,0.02,0.59,888.0,0.27,1,545.0,1818,70.0,12.0,0.02,1756,1.66,65.43480667362809,140.0,62,Grass,Buena,derrotas,Regular,derrotas,player1,False,True,False
3,-5,11.375,40.0,-1,0.99,250.0,273.0,0.48,1.4,1.06,0.0,0.65,253.0,0.27,0,1800.0,1806,70.0,12.0,0.0,1714,1.68,65.68244536956021,23.0,92,Grass,Buena,derrotas,Regular,derrotas,player1,False,True,False
1,1,0.6681318681318681,65.0,1,0.64,-150.0,304.0,0.53,1.36,0.62,0.0,0.52,172.0,0.19,0,101.0,1673,65.0,7.0,0.16,1711,1.4,50.13451174250337,454.0,-38,Clay,Buena,victorias,Buena,victorias,player2,True,False,False
4,1,0.6141552511415526,70.0,6,0.64,-168.0,269.0,0.59,1.37,0.62,0.24,0.52,193.0,0.12,0,107.0,1837,85.0,6.0,0.24,1730,1.54,46.78225595929424,437.0,107,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
3,1,0.7854545454545454,60.0,1,1.0,-58.0,216.0,0.53,1.64,0.98,0.0,0.43,265.0,0.27,1,192.0,1632,45.0,8.0,0.0,1692,1.51,54.947111566690765,274.0,-60,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
1,1,0.4709480122324159,60.0,1,1.01,-172.0,154.0,0.45,1.62,0.97,-0.0,0.0,386.0,0.27,0,157.0,1675,55.0,8.0,-0.0,1701,1.6,60.07037053940731,326.0,-26,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
5,1,0.9135802469135802,50.0,1,1.0,-20.0,222.0,0.0,1.52,0.99,0.02,0.0,259.0,0.25,2,231.0,1672,60.0,10.0,0.02,1689,1.57,59.16668935787988,242.0,-17,Grass,Buena,victorias,Regular,victorias,player2,False,True,False
2,1,0.5023584905660378,50.0,1,1.01,-210.0,213.0,0.0,1.57,0.97,0.0,0.49,344.0,0.27,0,136.0,1715,65.0,10.0,0.0,1606,1.64,60.0752957322249,423.0,109,Grass,Buena,victorias,Regular,victorias,player1,False,True,False
3,1,1.170995670995671,35.0,1,0.95,80.0,541.0,0.45,1.43,0.96,0.03,0.38,98.0,0.24,1,121.0,1652,55.0,13.0,0.02,1535,1.55,63.513909600501194,461.0,117,Grass,Regular,victorias,Mala,victorias,player1,False,True,False
4,1,0.6676923076923077,70.0,1,1.01,-107.0,217.0,0.46,1.64,0.98,0.02,0.0,334.0,0.27,0,197.0,1719,60.0,6.0,0.02,1714,1.55,59.56046407706777,324.0,5,Grass,Buena,victorias,Buena,victorias,player1,False,True,False
