p1_rivalry_score,p2_common_opponents_score,p1_elo,p1_form_win_percentage,ranking_diff,match_competitiveness,p2_elo,p1_ranking,p1_surface_specialization_score,p2_form_wins,p2_form_losses,p2_surface_specialization_score,p2_form_win_percentage,ranking_ratio,p2_pts,p1_form_recent_score,p2_ranking,common_opponents_count,p1_pts,elo_diff,p2_form_recent_score,p2_strength_of_schedule_score,p1_form_wins,p1_strength_of_schedule_score,p1_current_streak_count,p1_form_losses,tipo_cancha,p1_form_status,p1_current_streak_type,p2_form_status,p2_current_streak_type,actual_winner,surface_Clay,surface_Grass,surface_Hard
0.0,0.0,1500,38.63807481731631,74.0,1,1401,172.0,0.0,6.0,14.0,0.01,30.0,1.7373737373737375,152.0,0.0,98.0,0,136.0,99,1.09,0.0,7.727614963463263,0.0,0,12.272385036536742,Clay,,,Mala,derrotas,player1,True,False,False
6.2753,0.0,1499,36.8,9.0,3,1466,181.0,0.0,5.0,12.0,0.0,29.4,1.046242774566474,136.0,1.13,172.0,1,135.0,33,1.24,0.0,7.0,0.0,-1,12.0,Clay,Mala,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.0,1422,0.0,-157.0,0,1414,25.0,0.0,4.0,16.0,0.01,20.0,0.1366120218579235,134.0,0.0,182.0,0,215.0,8,0.98,0.0,0.0,0.0,-5,5.0,Clay,Mala,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.0,1520,35.0,-119.0,0,1407,62.0,0.02,4.0,12.0,0.0,25.0,0.34065934065934067,135.0,1.3,181.0,1,169.0,113,1.03,0.0,7.0,0.0,-1,13.0,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
0.0093,0.0,1640,60.0,-91.0,1,1431,81.0,0.02,0.0,4.0,0.0,0.0,0.4682080924855491,136.0,1.35,172.0,1,159.0,209,0.0,0.0,12.0,0.0,-1,8.0,Clay,Buena,derrotas,Mala,derrotas,player1,True,False,False
0.0,0.23,1520,45.0,-119.0,0,1491,62.0,0.02,7.0,13.0,0.02,35.0,0.34065934065934067,135.0,1.28,181.0,1,169.0,29,1.21,0.16,9.0,0.0,-3,11.0,Clay,Regular,derrotas,Mala,derrotas,player2,True,False,False
14.1595,0.59,1687,50.0,17.0,2,1743,39.0,0.08,14.0,6.0,0.1,70.0,1.6956521739130435,223.0,0.83,22.0,14,190.0,-56,0.8,0.24,10.0,0.24,5,10.0,Clay,Regular,victorias,Buena,derrotas,player2,True,False,False
1.95,0.0,1598,45.0,15.0,2,1443,77.0,0.04,8.0,12.0,0.01,40.0,1.2222222222222223,169.0,1.01,62.0,1,161.0,155,0.79,0.36,9.0,0.69,-1,11.0,Clay,Regular,derrotas,Regular,derrotas,player1,True,False,False
0.0,0.61,1546,35.0,81.0,1,1645,154.0,0.03,12.0,8.0,0.02,60.0,2.081081081081081,163.0,1.2,73.0,10,139.0,-99,1.16,0.25,7.0,0.19,-3,13.0,Clay,Mala,derrotas,Buena,derrotas,player1,True,False,False
7.7473,0.43,1583,50.0,-92.0,1,1667,62.0,0.01,11.0,9.0,0.04,55.0,0.4,139.0,0.86,154.0,11,169.0,-84,0.88,0.22,10.0,0.15,-1,10.0,Clay,Regular,derrotas,Regular,derrotas,player2,True,False,False
11.278,0.34,1700,65.0,77.0,1,1656,139.0,0.08,10.0,10.0,0.04,50.0,2.2063492063492065,169.0,0.89,62.0,6,142.0,44,0.98,0.24,13.0,0.2,-2,7.0,Clay,Buena,derrotas,Regular,derrotas,player1,True,False,False
0.0,0.0,1786,75.0,40.0,2,1508,81.0,0.14,5.0,15.0,0.03,25.0,1.9285714285714286,187.0,1.22,41.0,1,159.0,278,0.71,0.27,15.0,0.23,5,5.0,Clay,Excelente,victorias,Mala,derrotas,player1,True,False,False
0.0,0.47,1551,40.0,-41.0,2,1703,154.0,0.03,13.0,7.0,0.05,65.0,0.7857142857142857,133.0,0.82,195.0,7,139.0,-152,1.11,0.55,8.0,0.4,-1,12.0,Clay,Regular,derrotas,Buena,derrotas,player2,True,False,False
7.1467,0.24,1483,25.0,3.0,3,1620,157.0,0.03,10.0,10.0,0.02,50.0,1.0129032258064516,139.0,1.0,154.0,4,138.0,-137,1.36,0.26,5.0,0.24,-1,15.0,Clay,Mala,derrotas,Regular,derrotas,player2,True,False,False
11.2701,0.46,1674,70.0,39.0,2,1582,98.0,0.05,7.0,13.0,0.04,35.0,1.6333333333333333,171.0,0.7,59.0,8,152.0,92,0.63,0.47,14.0,0.18,-1,6.0,Clay,Buena,derrotas,Mala,derrotas,player1,True,False,False
3.25,0.28,1305,10.0,135.0,0,1394,172.0,0.0,5.0,15.0,0.0,25.0,4.526315789473684,192.0,0.81,37.0,8,136.0,-89,1.05,0.0,2.0,0.09,-4,18.0,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
10.1469,0.17,1651,50.0,-34.0,2,1520,25.0,0.04,9.0,11.0,0.01,45.0,0.4166666666666667,171.0,1.34,59.0,5,215.0,131,1.13,0.18,10.0,0.17,-1,10.0,Clay,Regular,derrotas,Regular,derrotas,player1,True,False,False
0.0,0.0,1525,38.9,156.0,0,1500,195.0,0.01,8.0,11.999999999999998,0.0,39.99999999999999,4.875,190.0,1.25,39.0,0,133.0,25,0.0,0.0,7.0,0.0,-1,11.0,Clay,Mala,derrotas,,,player1,True,False,False
3.25,0.38,1377,20.0,0.0,3,1662,59.0,0.0,13.0,7.0,0.03,65.0,0.9833333333333333,171.0,0.66,59.0,3,171.0,-285,1.19,0.09,4.0,0.18,-3,16.0,Clay,Mala,derrotas,Buena,derrotas,player1,True,False,False
0.0,0.0,1478,33.3,-56.0,1,1629,62.0,0.0,11.0,9.0,0.03,55.0,0.5210084033613446,146.0,1.21,118.0,0,169.0,-151,1.35,0.23,2.0,0.0,-3,4.0,Clay,Mala,derrotas,Regular,derrotas,player2,True,False,False
0.0,0.0,1417,22.2,-43.0,2,1576,37.0,0.0,8.0,12.0,0.0,40.0,0.4567901234567901,159.0,1.08,80.0,1,192.0,-159,1.25,0.21,4.0,0.0,-2,14.0,Clay,Mala,derrotas,Regular,derrotas,player2,True,False,False
6.5725999999999996,0.32,1421,25.0,0.0,3,1433,98.0,0.01,6.0,14.0,0.01,30.0,0.98989898989899,152.0,1.01,98.0,3,152.0,-12,1.22,0.0,5.0,0.17,-5,15.0,Clay,Mala,derrotas,Mala,derrotas,player2,True,False,False
10.7692,0.48,1654,65.0,0.0,3,1619,98.0,0.02,12.0,8.0,0.02,60.0,0.98989898989899,152.0,1.26,98.0,8,152.0,35,1.24,0.15,13.0,0.0,-1,7.0,Clay,Buena,derrotas,Buena,derrotas,player2,True,False,False
0.0,0.12,1525,45.0,84.0,1,1623,182.0,0.01,12.0,8.0,0.02,60.0,1.8383838383838385,152.0,1.27,98.0,2,134.0,-98,1.35,0.09,9.0,0.0,-1,11.0,Clay,Regular,derrotas,Buena,derrotas,player2,True,False,False
0.0,0.0,1538,41.7,0.0,3,1561,98.0,0.02,9.0,11.0,0.01,45.0,0.98989898989899,152.0,1.27,98.0,0,152.0,-23,1.29,0.09,5.0,0.0,-1,7.0,Clay,Regular,derrotas,Regular,derrotas,player2,True,False,False
4.55,0.4,1739,70.0,-17.0,2,1701,81.0,0.13,10.0,10.0,0.08,50.0,0.8181818181818182,152.0,0.79,98.0,7,159.0,38,0.62,0.57,14.0,0.41,11,6.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1571,35.0,-99.0,1,1836,77.0,0.03,18.0,2.0,0.22,90.0,0.4350282485875706,135.0,0.62,176.0,0,161.0,-265,0.92,0.24,7.0,0.52,1,13.0,Clay,Mala,victorias,Excelente,victorias,player2,True,False,False
3.9734,0.26,1598,35.0,19.0,2,1675,81.0,0.04,13.0,7.0,0.05,65.0,1.2857142857142858,169.0,1.16,62.0,10,159.0,-77,1.29,0.2,7.0,0.25,1,13.0,Clay,Mala,victorias,Buena,victorias,player2,True,False,False
13.2179,0.4,1618,50.0,-39.0,2,1625,59.0,0.03,12.0,8.0,0.03,60.0,0.5959595959595959,152.0,1.23,98.0,9,171.0,-7,1.27,0.17,10.0,0.21,1,10.0,Clay,Regular,victorias,Buena,victorias,player1,True,False,False
25.5173,0.19,1544,40.0,18.0,2,1593,111.0,0.02,8.0,12.0,0.04,40.0,1.1808510638297873,154.0,1.01,93.0,13,148.0,-49,1.22,0.26,8.0,0.23,-4,12.0,Clay,Regular,derrotas,Regular,victorias,player2,True,False,False
0.0,0.0,1693,50.0,-14.0,2,1500,63.0,0.04,5.861082617326578,10.953813819302006,0.0,29.30541308663289,0.8076923076923077,161.0,1.43,77.0,0,168.0,193,0.0,0.0,10.0,0.27,1,10.0,Clay,Regular,victorias,,,player1,True,False,False
0.0,0.0,1693,50.0,-14.0,2,1500,63.0,0.04,5.861082617326578,10.953813819302006,0.0,29.30541308663289,0.8076923076923077,161.0,1.43,77.0,0,168.0,193,0.0,0.0,10.0,0.27,1,10.0,Clay,Regular,victorias,,,player1,True,False,False
0.0,0.0,1693,50.0,-14.0,2,1500,63.0,0.04,5.861082617326578,10.953813819302006,0.0,29.30541308663289,0.8076923076923077,161.0,1.43,77.0,0,168.0,193,0.0,0.0,10.0,0.27,1,10.0,Clay,Regular,victorias,,,player2,True,False,False
0.0,0.0,1461,0.0,-1.0,3,1585,80.0,0.0,10.0,10.0,0.04,50.0,0.975609756097561,159.0,0.0,81.0,0,159.0,-124,1.32,0.18,0.0,0.09,-2,2.0,Hard,Mala,derrotas,Regular,derrotas,player2,False,False,True
7.7845,0.0,1507,45.0,181.54273168535292,0,1501,189.5427316853529,0.01,7.0,13.0,0.01,35.0,21.060303520594772,319.0,1.15,8.0,2,133.16191870162746,6,1.27,0.15,9.0,0.14,-1,11.0,Hard,Regular,derrotas,Mala,derrotas,player2,False,False,True
6.5251,0.0,1543,40.0,-223.0,0,1388,77.0,0.02,2.0,13.0,0.0,13.3,0.2558139534883721,123.0,1.33,300.0,1,161.0,155,0.86,0.0,8.0,0.21,-1,12.0,Hard,Regular,derrotas,Mala,derrotas,player1,False,False,True
0.0,0.0,1455,30.0,116.0,0,1477,197.0,0.01,6.0,14.0,0.01,30.0,2.402439024390244,159.0,1.16,81.0,1,132.0,-22,1.16,0.09,6.0,0.12,-1,14.0,Hard,Mala,derrotas,Mala,derrotas,player2,False,False,True
0.0,0.0,1445,22.2,-1.0,3,1564,62.0,0.0,10.0,10.0,0.01,50.0,0.96875,168.0,1.09,63.0,0,169.0,-119,1.32,0.14,2.0,0.13,-3,7.0,Hard,Mala,derrotas,Regular,derrotas,player1,False,False,True
0.0,0.0,1394,15.4,-37.0,2,1479,73.0,0.0,4.0,8.0,0.01,33.3,0.6576576576576577,149.0,0.99,110.0,0,163.0,-85,1.2,0.15,2.0,0.12,-5,11.0,Hard,Mala,derrotas,Mala,derrotas,player2,False,False,True
0.0,0.0,1418,30.0,-92.0,1,1498,98.0,0.01,1.0,2.0,0.0,33.3,0.5130890052356021,133.0,1.08,190.0,0,152.0,-80,1.29,0.13,6.0,0.18,-1,14.0,Hard,Mala,derrotas,Mala,derrotas,player1,False,False,True
1.2999999999999998,0.09,1561,50.0,-85.0,1,1492,8.0,0.01,8.0,12.0,0.01,40.0,0.0851063829787234,154.0,1.27,93.0,4,319.0,69,1.21,0.09,10.0,0.19,-1,10.0,Hard,Regular,derrotas,Regular,derrotas,player1,False,False,True
0.0,0.0,1471,26.7,0.0,3,1500,154.0,0.0,6.671597248184538,10.17344621625374,0.0,33.3579862409227,0.9935483870967742,139.0,1.14,154.0,0,139.0,-29,0.0,0.0,4.0,0.0,-1,11.0,Clay,Mala,derrotas,,,player1,True,False,False
6.5226,0.0,1662,65.0,41.0,2,1483,195.0,0.08,0.0,1.0,0.0,0.0,1.2580645161290323,139.0,1.38,154.0,1,133.0,179,0.0,0.0,13.0,0.12,-1,7.0,Clay,Buena,derrotas,Mala,derrotas,player1,True,False,False
0.0,0.12,1413,35.0,-17.0,2,1360,154.0,0.01,2.0,18.0,0.0,10.0,0.8953488372093024,136.0,1.2,171.0,2,139.0,53,0.86,0.12,7.0,0.0,-4,13.0,Clay,Mala,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.0,1354,25.0,25.0,2,1595,98.0,0.0,11.0,9.0,0.01,55.0,1.3243243243243243,163.0,1.04,73.0,0,152.0,-241,1.51,0.0,5.0,0.0,-3,15.0,Clay,Mala,derrotas,Regular,derrotas,player2,True,False,False
0.0,0.0,1521,40.0,-14.0,2,1488,62.0,0.01,6.0,14.0,0.0,30.0,0.8051948051948052,161.0,1.35,76.0,0,169.0,33,1.09,0.09,8.0,0.09,-1,12.0,Clay,Regular,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.0,1397,17.6,-15.0,2,1412,139.0,0.0,2.0,9.0,0.0,18.2,0.896774193548387,139.0,1.03,154.0,0,142.0,-15,1.04,0.0,3.0,0.12,-4,14.0,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
0.0,0.4,1409,30.0,72.0,1,1510,145.0,0.0,9.0,11.0,0.01,45.0,1.9594594594594594,163.0,1.21,73.0,5,140.0,-101,1.14,0.15,6.0,0.0,-2,14.0,Clay,Mala,derrotas,Regular,derrotas,player1,True,False,False
0.0,0.0,1544,50.0,19.0,2,1443,81.0,0.0,5.0,15.0,0.01,25.0,1.2857142857142858,169.0,1.31,62.0,1,159.0,101,1.12,0.0,10.0,0.18,-3,10.0,Clay,Regular,derrotas,Mala,derrotas,player1,True,False,False
0.0,0.0,1375,25.0,99.0,1,1548,197.0,0.0,9.0,11.0,0.01,45.0,1.9898989898989898,152.0,1.04,98.0,0,132.0,-173,1.38,0.0,5.0,0.0,-8,15.0,Hard,Mala,derrotas,Regular,derrotas,player2,False,False,True
0.0,0.0,1344,0.0,-7.0,3,1465,190.0,0.0,7.0,13.0,0.01,35.0,0.9595959595959596,132.0,0.0,197.0,0,133.0,-121,1.21,0.0,0.0,0.0,-12,12.0,Hard,Mala,derrotas,Mala,derrotas,player2,False,False,True
0.0,0.1,1627,60.0,-10.0,3,1419,190.0,0.02,5.0,15.0,0.01,25.0,0.945273631840796,132.0,1.46,200.0,1,133.0,208,1.03,0.0,12.0,0.19,-1,8.0,Hard,Buena,derrotas,Mala,derrotas,player1,False,False,True
0.0,0.11,1471,25.0,34.0,2,1436,111.0,0.0,6.0,14.0,0.01,30.0,1.4230769230769231,161.0,1.19,77.0,1,148.0,35,1.07,0.13,1.0,0.0,-3,3.0,Hard,Mala,derrotas,Mala,derrotas,player2,False,False,True
0.0,0.13,1541,40.0,-9.0,3,1730,181.0,0.02,14.0,6.0,0.1,70.0,0.9476439790575916,133.0,0.85,190.0,2,135.0,-189,1.2,0.12,8.0,0.0,-2,12.0,Hard,Regular,derrotas,Buena,victorias,player1,False,False,True
0.0,0.08,1528,40.0,17.0,2,1535,94.0,0.02,9.0,11.0,0.01,45.0,1.205128205128205,161.0,1.24,77.0,1,154.0,-7,1.27,0.0,8.0,0.0,-1,12.0,Hard,Regular,derrotas,Regular,derrotas,player2,False,False,True
0.0,0.0,1422,25.0,10.0,3,1339,200.0,0.0,0.0,13.0,0.0,0.0,1.0471204188481675,133.0,1.12,190.0,0,132.0,83,0.0,0.0,5.0,0.14,-3,15.0,Hard,Mala,derrotas,Mala,derrotas,player1,False,False,True
0.0,0.0,1417,25.0,123.0,0,1562,200.0,0.01,9.0,11.0,0.01,45.0,2.5641025641025643,161.0,1.11,77.0,1,132.0,-145,1.27,0.15,5.0,0.15,-2,15.0,Hard,Mala,derrotas,Regular,derrotas,player1,False,False,True
13.0233,0.07,1613,55.0,-19.0,2,1374,171.0,0.04,5.0,15.0,0.0,25.0,0.8952879581151832,133.0,1.39,190.0,3,136.0,239,1.0,0.12,11.0,0.2,-1,9.0,Hard,Regular,derrotas,Mala,derrotas,player1,False,False,True
0.0,0.11,1452,31.2,26.0,2,1531,77.0,0.01,10.0,10.0,0.01,50.0,1.4807692307692308,177.0,1.08,51.0,1,161.0,-79,1.4,0.12,5.0,0.0,-2,11.0,Hard,Mala,derrotas,Regular,derrotas,player1,False,False,True
0.0,0.0,1560,40.0,102.0,0,1456,200.0,0.02,5.0,15.0,0.02,25.0,2.0202020202020203,152.0,1.25,98.0,0,132.0,104,1.12,0.09,8.0,0.14,-2,12.0,Hard,Regular,derrotas,Mala,derrotas,player1,False,False,True
0.0,0.07,1533,40.0,-158.0,0,1671,18.0,0.01,12.0,8.0,0.03,60.0,0.1016949152542373,135.0,1.23,176.0,2,238.0,-138,1.34,0.16,8.0,0.16,-1,12.0,Hard,Regular,derrotas,Buena,derrotas,player2,False,False,True
13.0304,0.13,1693,50.0,-120.0,0,1538,77.0,0.13,8.0,12.0,0.01,40.0,0.3888888888888889,132.0,1.01,197.0,3,161.0,155,0.83,0.19,10.0,0.16,-1,10.0,Hard,Regular,derrotas,Regular,derrotas,player1,False,False,True
1.8199999999999996,0.11,1624,50.0,-91.0,1,1756,76.0,0.04,11.0,9.0,0.04,55.0,0.4523809523809524,137.0,1.29,167.0,4,161.0,-132,1.31,0.17,10.0,0.2,1,10.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.9499999999999997,0.32,1636,55.0,36.0,2,1734,77.0,0.03,14.0,6.0,0.07,70.0,1.8333333333333333,187.0,0.98,41.0,4,161.0,-98,1.02,0.12,11.0,0.2,1,9.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
0.0,0.4,1617,55.0,-99.0,1,1748,77.0,0.04,14.0,6.0,0.13,70.0,0.4350282485875706,135.0,0.94,176.0,8,161.0,-131,0.98,0.21,11.0,0.09,1,9.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
3.0202,0.41,1642,55.0,56.0,1,1725,154.0,0.03,14.0,6.0,0.08,70.0,1.5555555555555556,152.0,1.35,98.0,6,139.0,-83,1.35,0.13,11.0,0.17,3,9.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
8.0259,0.0,1766,70.0,-16.0,2,1745,25.0,0.12,14.0,6.0,0.08,70.0,0.5952380952380952,187.0,1.11,41.0,6,215.0,21,1.03,0.19,14.0,0.2,6,6.0,Clay,Buena,victorias,Buena,victorias,player1,True,False,False
0.0,0.0,1661,60.0,-187.0,0,1500,98.0,0.02,8.0,12.000000000000002,0.0,40.0,0.34265734265734266,187.0,1.53,285.0,0,152.0,161,0.0,0.0,12.0,0.09,3,8.0,Clay,Buena,victorias,,,player1,True,False,False
0.0,0.0,1661,60.0,-187.0,0,1500,98.0,0.02,8.0,12.000000000000002,0.0,40.0,0.34265734265734266,187.0,1.53,285.0,0,152.0,161,0.0,0.0,12.0,0.09,3,8.0,Clay,Buena,victorias,,,player1,True,False,False
0.0,0.0,1661,60.0,-187.0,0,1500,98.0,0.02,8.0,12.000000000000002,0.0,40.0,0.34265734265734266,187.0,1.53,285.0,0,152.0,161,0.0,0.0,12.0,0.09,3,8.0,Clay,Buena,victorias,,,player2,True,False,False
0.0,0.0,1500,33.25807119588067,155.0,0,1576,294.0,0.0,7.0,13.0,0.04,35.0,2.1,142.0,0.0,139.0,0,179.0,-76,1.24,0.18,5.394138120898322,0.0,0,10.3942756777237,Clay,,,Mala,victorias,player1,True,False,False
0.0,0.21,1425,20.0,-29.0,2,1504,110.0,0.01,3.0,5.0,0.01,37.5,0.7857142857142857,142.0,0.98,139.0,1,149.0,-79,1.32,0.0,4.0,0.25,-2,16.0,Clay,Mala,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.0,1494,37.5,-62.0,1,1527,77.0,0.01,8.0,12.0,0.01,40.0,0.55,142.0,1.24,139.0,0,161.0,-33,1.26,0.23,3.0,0.16,-3,5.0,Clay,Mala,derrotas,Regular,derrotas,player1,True,False,False
0.0,0.0,1352,6.7,-58.0,1,1534,81.0,0.0,9.0,11.0,0.01,45.0,0.5785714285714286,142.0,0.76,139.0,0,159.0,-182,1.29,0.2,1.0,0.18,-7,14.0,Clay,Mala,derrotas,Regular,derrotas,player2,True,False,False
0.0,0.0,1416,20.0,144.0,0,1713,176.0,0.01,15.0,5.0,0.05,75.0,5.333333333333333,200.0,0.8,32.0,0,135.0,-297,1.09,0.13,3.0,0.0,-2,12.0,Clay,Mala,derrotas,Excelente,derrotas,player2,True,False,False
0.0,0.29,1553,50.0,-49.0,2,1512,32.0,0.01,7.0,13.0,0.03,35.0,0.3902439024390244,159.0,1.29,81.0,3,200.0,41,1.19,0.21,10.0,0.18,-1,10.0,Clay,Regular,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.0,1483,0.0,0.0,3,1581,139.0,0.0,10.0,10.0,0.0,50.0,0.9928571428571429,142.0,0.0,139.0,0,142.0,-98,1.32,0.0,0.0,0.0,-1,1.0,Clay,Mala,derrotas,Regular,derrotas,player2,True,False,False
3.9316999999999998,0.0,1599,60.0,-31.0,2,1430,145.0,0.02,5.0,15.0,0.0,25.0,0.8192090395480226,135.0,1.35,176.0,1,140.0,169,1.11,0.0,12.0,0.0,-1,8.0,Clay,Buena,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.0,1483,0.0,58.0,1,1461,139.0,0.0,5.0,15.0,0.01,25.0,1.6951219512195121,159.0,0.0,81.0,0,142.0,22,1.13,0.0,0.0,0.0,-1,1.0,Clay,Mala,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.0,1499,45.0,-117.0,0,1441,22.0,0.01,6.0,14.0,0.0,30.0,0.15714285714285714,142.0,1.39,139.0,0,223.0,58,1.09,0.14,9.0,0.09,-1,11.0,Clay,Regular,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.18,1569,47.1,-46.0,2,1626,93.0,0.01,11.0,9.0,0.02,55.0,0.6642857142857143,142.0,1.29,139.0,1,154.0,-57,1.34,0.0,8.0,0.0,-1,9.0,Clay,Regular,derrotas,Regular,derrotas,player2,True,False,False
0.0,0.0,1575,50.0,-24.0,2,1401,176.0,0.01,5.0,15.0,0.0,25.0,0.8756218905472637,132.0,1.41,200.0,1,135.0,174,1.03,0.0,10.0,0.0,-3,10.0,Clay,Regular,derrotas,Mala,derrotas,player2,True,False,False
0.0,0.18,1442,25.0,-57.0,1,1820,77.0,0.0,16.0,4.0,0.04,80.0,0.5703703703703704,143.0,0.95,134.0,1,161.0,-378,1.62,0.0,4.0,0.15,-3,12.0,Clay,Mala,derrotas,Excelente,victorias,player2,True,False,False
11.7057,0.28,1518,35.0,90.0,1,1631,98.0,0.01,10.0,10.0,0.02,50.0,10.88888888888889,319.0,1.08,8.0,4,152.0,-113,1.36,0.13,7.0,0.0,-2,13.0,Clay,Mala,derrotas,Regular,derrotas,player1,True,False,False
0.0,0.14,1610,45.0,36.0,2,1457,134.0,0.04,7.0,13.0,0.01,35.0,1.3535353535353536,152.0,1.27,98.0,2,143.0,153,1.2,0.09,9.0,0.18,-1,11.0,Clay,Regular,derrotas,Mala,derrotas,player1,True,False,False
5.7231,0.29,1690,65.0,14.0,2,1803,91.0,0.07,12.0,8.0,0.18,60.0,1.1666666666666667,161.0,0.96,77.0,7,155.0,-113,1.12,0.17,13.0,0.0,-1,7.0,Clay,Buena,derrotas,Buena,victorias,player2,True,False,False
0.0,0.0,1437,25.0,3.0,3,1434,134.0,0.0,1.0,6.0,0.0,14.3,1.0151515151515151,143.0,1.04,131.0,0,143.0,3,1.04,0.0,5.0,0.09,-4,15.0,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
73.7761,0.37,1922,55.0,-149.0,0,1883,8.0,0.06,11.0,9.0,0.08,55.0,0.05063291139240506,138.0,1.12,157.0,35,319.0,39,1.36,0.27,11.0,0.27,1,9.0,Grass,Regular,victorias,Regular,victorias,player2,False,True,False
124.78019999999998,0.45,1944,50.0,-11.0,2,1753,52.0,0.04,9.0,11.0,0.05,45.0,0.8125,168.0,1.28,63.0,42,176.0,191,1.08,0.27,10.0,0.27,1,10.0,Grass,Regular,victorias,Regular,victorias,player2,False,True,False
0.0,0.11,1530,50.0,18.0,2,1797,200.0,0.03,16.0,4.0,0.1,80.0,1.092896174863388,134.0,0.83,182.0,1,132.0,-267,1.21,0.0,10.0,0.12,-4,10.0,Hard,Regular,derrotas,Excelente,derrotas,player2,False,False,True
11.897,0.0,1629,60.0,-21.0,2,1713,176.0,0.02,12.0,8.0,0.05,60.0,0.8888888888888888,132.0,1.3,197.0,4,135.0,-84,1.3,0.09,12.0,0.0,-3,8.0,Hard,Buena,derrotas,Buena,derrotas,player2,False,False,True
14.5201,0.14,1666,60.0,-118.0,0,1673,58.0,0.04,13.0,7.0,0.04,65.0,0.327683615819209,135.0,1.29,176.0,5,172.0,-7,1.31,0.0,12.0,0.14,-2,8.0,Hard,Buena,derrotas,Buena,derrotas,player1,False,False,True
11.2659,0.0,1696,65.0,-45.0,2,1661,155.0,0.04,13.0,7.0,0.02,65.0,0.7711442786069652,132.0,1.21,200.0,4,139.0,35,1.41,0.09,13.0,0.09,-1,7.0,Hard,Buena,derrotas,Buena,derrotas,player1,False,False,True
6.5227,0.09,1526,40.0,62.0,1,1596,155.0,0.01,10.0,10.0,0.02,50.0,1.648936170212766,154.0,1.29,93.0,4,139.0,-70,1.16,0.16,8.0,0.15,-1,12.0,Hard,Regular,derrotas,Regular,derrotas,player1,False,False,True
0.0,0.1,1481,30.0,57.0,1,1670,155.0,0.01,9.0,11.0,0.06,45.0,1.5656565656565657,152.0,1.16,98.0,1,139.0,-189,1.27,0.21,6.0,0.14,-1,14.0,Hard,Mala,derrotas,Regular,derrotas,player2,False,False,True
0.0,0.11,1484,40.0,0.0,3,1482,155.0,0.01,8.0,12.0,0.01,40.0,0.9935897435897436,139.0,1.15,155.0,1,139.0,2,1.33,0.15,4.0,0.14,-2,6.0,Hard,Regular,derrotas,Regular,derrotas,player2,False,False,True
43.174699999999994,0.22,1628,40.0,173.0,0,1627,197.0,0.06,12.0,8.0,0.06,60.0,7.88,217.0,1.23,24.0,25,132.0,1,1.33,0.27,8.0,0.27,1,12.0,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
44.8598,0.27,1726,65.0,-106.0,0,1589,91.0,0.04,7.0,13.0,0.07,35.0,0.4595959595959596,132.0,1.35,197.0,30,155.0,137,1.2,0.27,13.0,0.27,1,7.0,Grass,Buena,victorias,Mala,victorias,player2,False,True,False
0.0019,0.13,1728,60.0,157.0,0,1738,182.0,0.11,13.0,7.0,0.03,65.0,7.0,215.0,1.48,25.0,16,134.0,-10,1.45,0.27,12.0,0.27,1,8.0,Grass,Buena,victorias,Buena,victorias,player1,False,True,False
18.8712,0.15,1667,60.0,14.0,2,1801,53.0,0.02,16.0,4.0,0.0,80.0,1.325,190.0,1.27,39.0,17,175.0,-134,1.6,0.27,12.0,0.26,1,8.0,Grass,Buena,victorias,Excelente,victorias,player1,False,True,False
6.9158,0.03,1588,45.0,-61.0,1,1735,22.0,0.0,14.0,6.0,0.01,70.0,0.2619047619047619,158.0,1.45,83.0,10,223.0,-147,1.62,0.24,9.0,0.27,1,11.0,Grass,Regular,victorias,Buena,victorias,player2,False,True,False
9.0699,0.03,1673,55.0,-150.0,0,1734,47.0,0.03,10.0,10.0,0.05,50.0,0.23737373737373738,132.0,1.55,197.0,6,181.0,-61,1.52,0.27,11.0,0.27,1,9.0,Grass,Regular,victorias,Regular,victorias,player2,False,True,False
26.613400000000002,0.2,1838,80.0,-68.0,1,1547,32.0,0.02,7.0,13.0,0.04,35.0,0.31683168316831684,152.0,1.45,100.0,18,200.0,291,1.25,0.27,16.0,0.21,1,4.0,Grass,Excelente,victorias,Mala,victorias,player2,False,True,False
0.0,0.0,1733,65.0,116.0,0,1692,197.0,0.02,11.0,9.0,0.01,55.0,2.402439024390244,159.0,1.52,81.0,2,132.0,41,1.72,0.24,13.0,0.18,1,7.0,Grass,Buena,victorias,Regular,victorias,player1,False,True,False
