p2_ranking,p1_current_streak_count,p1_form_recent_score,p1_pts,p1_elo,p1_ranking_momentum_score,p2_elo,p2_ranking_momentum_score,p2_pts,p1_strength_of_schedule_score,p2_current_streak_count,match_competitiveness,p2_common_opponents_score,p2_surface_specialization_score,p2_form_losses,p1_surface_specialization_score,ranking_diff,p1_common_opponents_score,p1_form_win_percentage,ranking_ratio,p1_ranking,elo_diff,common_opponents_count,p2_form_recent_score,p2_form_win_percentage,p2_regional_comfort_win_rate,tipo_cancha,p1_form_status,p1_current_streak_type,p2_form_status,p2_current_streak_type,actual_winner,surface_Clay,surface_Grass,surface_Hard
193.0,1,1.33,192.0,1712,0.7,1614,0.65,299.0,0.25,1,1,0.0,0.48,9.0,0.53,82.0,0.22,55.0,1.4175257731958764,275.0,98,2,1.33,55.0,66.7,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
202.0,1,1.35,756.0,1714,0.67,1647,0.71,279.0,0.27,1,0,0.0,0.47,9.0,0.57,-125.0,0.0,60.0,0.3793103448275862,77.0,67,2,1.33,55.0,50.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
202.0,1,1.35,756.0,1714,0.67,1647,0.71,279.0,0.27,1,0,0.0,0.47,9.0,0.57,-125.0,0.0,60.0,0.3793103448275862,77.0,67,2,1.33,55.0,50.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
396.0,1,1.32,73.0,1675,0.61,1670,0.63,122.0,0.21,3,0,0.2,0.46,8.0,0.45,155.0,0.0,55.0,1.3879093198992443,551.0,5,1,1.44,60.0,66.7,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
396.0,1,1.32,73.0,1675,0.61,1670,0.63,122.0,0.21,3,0,0.2,0.46,8.0,0.45,155.0,0.0,55.0,1.3879093198992443,551.0,5,1,1.44,60.0,66.7,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
410.0,1,1.29,52.0,1571,0.6,1726,0.62,116.0,0.2,3,0,0.38,0.52,5.0,0.39,249.0,0.0,50.0,1.6034063260340632,659.0,-155,4,1.48,75.0,66.7,Clay,Regular,victorias,Excelente,victorias,player1,True,False,False
410.0,1,1.29,52.0,1571,0.6,1726,0.62,116.0,0.2,3,0,0.38,0.52,5.0,0.39,249.0,0.0,50.0,1.6034063260340632,659.0,-155,4,1.48,75.0,66.7,Clay,Regular,victorias,Excelente,victorias,player1,True,False,False
139.0,1,1.31,406.0,1694,0.66,1662,0.66,436.0,0.27,1,3,0.0,0.5,11.0,0.5,7.0,0.39,60.0,1.042857142857143,146.0,32,5,1.24,45.0,50.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
139.0,1,1.31,406.0,1694,0.66,1662,0.66,436.0,0.27,1,3,0.0,0.5,11.0,0.5,7.0,0.39,60.0,1.042857142857143,146.0,32,5,1.24,45.0,50.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
194.0,1,1.33,547.0,1766,0.67,1631,0.65,298.0,0.27,1,1,0.0,0.52,10.0,0.55,-79.0,0.4,60.0,0.5897435897435898,115.0,135,6,1.24,50.0,40.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
194.0,1,1.33,547.0,1766,0.67,1631,0.65,298.0,0.27,1,1,0.0,0.52,10.0,0.55,-79.0,0.4,60.0,0.5897435897435898,115.0,135,6,1.24,50.0,40.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
195.0,1,1.33,370.0,1650,0.72,1634,0.71,293.0,0.27,1,2,0.0,0.41,10.0,0.45,-36.0,0.0,55.0,0.8112244897959183,159.0,16,2,1.31,50.0,50.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
195.0,1,1.33,370.0,1650,0.72,1634,0.71,293.0,0.27,1,2,0.0,0.41,10.0,0.45,-36.0,0.0,55.0,0.8112244897959183,159.0,16,2,1.31,50.0,50.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
62.0,1,1.31,252.0,1638,0.65,1787,0.68,856.0,0.27,1,0,0.26,0.66,10.0,0.46,165.0,0.49,55.0,3.6031746031746033,227.0,-149,3,1.29,50.0,33.3,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
62.0,1,1.31,252.0,1638,0.65,1787,0.68,856.0,0.27,1,0,0.26,0.66,10.0,0.46,165.0,0.49,55.0,3.6031746031746033,227.0,-149,3,1.29,50.0,33.3,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
456.0,1,1.36,579.0,1811,0.67,1637,0.62,101.0,0.27,3,0,0.0,0.38,8.0,0.67,-349.0,0.23,75.0,0.23413566739606126,107.0,174,4,1.4,60.0,57.1,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
456.0,1,1.36,579.0,1811,0.67,1637,0.62,101.0,0.27,3,0,0.0,0.38,8.0,0.67,-349.0,0.23,75.0,0.23413566739606126,107.0,174,4,1.4,60.0,57.1,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
102.0,3,1.37,165.0,1657,0.69,1657,0.67,604.0,0.25,1,0,0.0,0.52,12.0,0.48,212.0,0.44,70.0,3.0485436893203883,314.0,0,5,1.19,40.0,28.6,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
102.0,3,1.37,165.0,1657,0.69,1657,0.67,604.0,0.25,1,0,0.0,0.52,12.0,0.48,212.0,0.44,70.0,3.0485436893203883,314.0,0,5,1.19,40.0,28.6,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
378.0,1,1.33,199.0,1676,0.7,1591,0.63,128.0,0.2,1,0,0.0,0.47,11.0,0.49,-114.0,0.22,60.0,0.6965699208443272,264.0,85,3,1.26,45.0,50.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
378.0,1,1.33,199.0,1676,0.7,1591,0.63,128.0,0.2,1,0,0.0,0.47,11.0,0.49,-114.0,0.22,60.0,0.6965699208443272,264.0,85,3,1.26,45.0,50.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
324.0,1,1.37,251.0,1693,0.99,1699,1.07,159.0,0.26,1,1,0.1,0.4,7.0,0.35,-94.0,0.0,60.0,0.7076923076923077,230.0,-6,1,1.43,65.0,40.0,Hard,Buena,victorias,Buena,victorias,player2,False,False,True
324.0,1,1.37,251.0,1693,0.99,1699,1.07,159.0,0.26,1,1,0.1,0.4,7.0,0.35,-94.0,0.0,60.0,0.7076923076923077,230.0,-6,1,1.43,65.0,40.0,Hard,Buena,victorias,Buena,victorias,player2,False,False,True
172.0,1,1.24,357.0,1620,0.66,1750,0.66,431.0,0.27,1,2,0.28,0.0,6.0,0.57,32.0,0.0,40.0,1.1791907514450868,204.0,-130,4,1.37,70.0,66.7,Clay,Regular,victorias,Buena,victorias,player1,True,False,False
172.0,1,1.24,357.0,1620,0.66,1750,0.66,431.0,0.27,1,2,0.28,0.0,6.0,0.57,32.0,0.0,40.0,1.1791907514450868,204.0,-130,4,1.37,70.0,66.7,Clay,Regular,victorias,Buena,victorias,player1,True,False,False
753.0,1,1.36,407.0,1653,0.66,1630,0.59,48.0,0.26,2,0,0.0,0.49,8.0,0.46,-571.0,0.0,60.0,0.2413793103448276,182.0,23,1,1.39,60.0,50.0,Clay,Buena,victorias,Buena,victorias,player1,True,False,False
753.0,1,1.36,407.0,1653,0.66,1630,0.59,48.0,0.26,2,0,0.0,0.49,8.0,0.46,-571.0,0.0,60.0,0.2413793103448276,182.0,23,1,1.39,60.0,50.0,Clay,Buena,victorias,Buena,victorias,player1,True,False,False
297.0,1,1.32,1.0,1718,0.35,1688,0.64,228.0,0.27,1,0,0.26,0.61,7.0,0.57,1820.0,0.48,55.0,7.104026845637584,2117.0,30,4,1.32,65.0,61.5,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
297.0,1,1.32,1.0,1718,0.35,1688,0.64,228.0,0.27,1,0,0.26,0.61,7.0,0.57,1820.0,0.48,55.0,7.104026845637584,2117.0,30,4,1.32,65.0,61.5,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
156.0,1,1.34,108.0,1643,0.59,1621,0.66,478.0,0.25,1,0,0.0,0.41,11.0,0.56,344.0,0.24,60.0,3.1847133757961785,500.0,22,1,1.31,45.0,28.6,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
156.0,1,1.34,108.0,1643,0.59,1621,0.66,478.0,0.25,1,0,0.0,0.41,11.0,0.56,344.0,0.24,60.0,3.1847133757961785,500.0,22,1,1.31,45.0,28.6,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
54.0,-1,1.39,533.0,1683,0.66,1674,0.68,1082.0,0.27,-10,1,0.27,0.0,13.0,0.51,88.0,0.0,65.0,2.581818181818182,142.0,9,1,1.14,35.0,61.5,Clay,Buena,derrotas,Mala,derrotas,player2,True,False,False
54.0,-1,1.39,533.0,1683,0.66,1674,0.68,1082.0,0.27,-10,1,0.27,0.0,13.0,0.51,88.0,0.0,65.0,2.581818181818182,142.0,9,1,1.14,35.0,61.5,Clay,Buena,derrotas,Mala,derrotas,player2,True,False,False
76.0,-1,1.29,1115.0,1741,0.68,1708,0.67,762.0,0.27,1,2,0.0,0.57,8.0,0.55,-27.0,0.29,55.0,0.6363636363636364,49.0,33,4,1.31,60.0,73.3,Clay,Regular,derrotas,Buena,victorias,player1,True,False,False
76.0,-1,1.29,1115.0,1741,0.68,1708,0.67,762.0,0.27,1,2,0.0,0.57,8.0,0.55,-27.0,0.29,55.0,0.6363636363636364,49.0,33,4,1.31,60.0,73.3,Clay,Regular,derrotas,Buena,victorias,player1,True,False,False
260.0,-1,1.23,461.0,1651,0.63,1616,0.65,267.0,0.27,-2,1,0.0,0.46,9.0,0.53,-96.0,0.29,45.0,0.6283524904214559,164.0,35,5,1.24,55.0,50.0,Clay,Regular,derrotas,Regular,derrotas,player1,True,False,False
260.0,-1,1.23,461.0,1651,0.63,1616,0.65,267.0,0.27,-2,1,0.0,0.46,9.0,0.53,-96.0,0.29,45.0,0.6283524904214559,164.0,35,5,1.24,55.0,50.0,Clay,Regular,derrotas,Regular,derrotas,player1,True,False,False
292.0,-4,1.23,345.0,1643,0.65,1615,0.64,234.0,0.27,1,1,0.24,0.47,11.0,0.37,-81.0,0.33,50.0,0.7201365187713311,211.0,28,3,1.28,45.0,80.0,Clay,Regular,derrotas,Regular,victorias,player2,True,False,False
292.0,-4,1.23,345.0,1643,0.65,1615,0.64,234.0,0.27,1,1,0.24,0.47,11.0,0.37,-81.0,0.33,50.0,0.7201365187713311,211.0,28,3,1.28,45.0,80.0,Clay,Regular,derrotas,Regular,victorias,player2,True,False,False
114.0,-1,1.31,127.0,1623,0.63,1684,0.67,694.0,0.25,-1,0,0.0,0.58,10.0,0.5,338.0,0.0,60.0,3.9304347826086956,452.0,-61,3,1.26,50.0,0.0,Clay,Buena,derrotas,Regular,derrotas,player2,True,False,False
114.0,-1,1.31,127.0,1623,0.63,1684,0.67,694.0,0.25,-1,0,0.0,0.58,10.0,0.5,338.0,0.0,60.0,3.9304347826086956,452.0,-61,3,1.26,50.0,0.0,Clay,Buena,derrotas,Regular,derrotas,player2,True,False,False
417.0,-1,1.28,115.0,1660,0.62,1575,0.63,139.0,0.27,1,1,0.0,0.42,12.0,0.43,62.0,0.0,50.0,1.145933014354067,479.0,85,1,1.27,40.0,63.6,Clay,Regular,derrotas,Regular,victorias,player2,True,False,False
417.0,-1,1.28,115.0,1660,0.62,1575,0.63,139.0,0.27,1,1,0.0,0.42,12.0,0.43,62.0,0.0,50.0,1.145933014354067,479.0,85,1,1.27,40.0,63.6,Clay,Regular,derrotas,Regular,victorias,player2,True,False,False
237.0,-1,1.37,697.0,1777,0.67,1725,0.65,301.0,0.27,1,0,0.0,0.58,7.0,0.54,-124.0,0.0,65.0,0.47478991596638653,113.0,52,4,1.4,65.0,16.7,Clay,Buena,derrotas,Buena,victorias,player1,True,False,False
237.0,-1,1.37,697.0,1777,0.67,1725,0.65,301.0,0.27,1,0,0.0,0.58,7.0,0.54,-124.0,0.0,65.0,0.47478991596638653,113.0,52,4,1.4,65.0,16.7,Clay,Buena,derrotas,Buena,victorias,player1,True,False,False
111.0,1,1.3,202.0,1643,0.64,1663,0.67,699.0,0.27,1,0,0.22,0.46,10.0,0.43,208.0,0.03,55.0,2.8482142857142856,319.0,-20,4,1.28,50.0,33.3,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
111.0,1,1.3,202.0,1643,0.64,1663,0.67,699.0,0.27,1,0,0.22,0.46,10.0,0.43,208.0,0.03,55.0,2.8482142857142856,319.0,-20,4,1.28,50.0,33.3,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
139.0,1,1.24,836.0,1732,0.68,1755,0.63,546.0,0.27,1,2,0.31,0.67,7.0,0.54,-49.0,0.44,50.0,0.6428571428571429,90.0,-23,8,1.34,65.0,75.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
139.0,1,1.24,836.0,1732,0.68,1755,0.63,546.0,0.27,1,2,0.31,0.67,7.0,0.54,-49.0,0.44,50.0,0.6428571428571429,90.0,-23,8,1.34,65.0,75.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
153.0,1,1.34,281.0,1689,0.65,1783,0.66,492.0,0.27,1,1,0.28,0.62,6.0,0.56,97.0,0.0,60.0,1.6233766233766234,250.0,-94,4,1.37,70.0,63.6,Clay,Buena,victorias,Buena,victorias,player2,True,False,False
153.0,1,1.34,281.0,1689,0.65,1783,0.66,492.0,0.27,1,1,0.28,0.62,6.0,0.56,97.0,0.0,60.0,1.6233766233766234,250.0,-94,4,1.37,70.0,63.6,Clay,Buena,victorias,Buena,victorias,player2,True,False,False
1307.0,-1,1.34,100.0,1659,0.95,1410,0.75,7.0,0.0,-6,0,0.09,0.22,16.0,0.42,-847.0,0.0,55.0,0.3516819571865443,460.0,249,2,1.02,20.0,42.9,Hard,Regular,derrotas,Mala,derrotas,player1,False,False,True
1307.0,-1,1.34,100.0,1659,0.95,1410,0.75,7.0,0.0,-6,0,0.09,0.22,16.0,0.42,-847.0,0.0,55.0,0.3516819571865443,460.0,249,2,1.02,20.0,42.9,Hard,Regular,derrotas,Mala,derrotas,player1,False,False,True
1563.5280631686012,-4,1.04,2.0,1380,0.63,1443,0.0,4.795494208614071,0.0,-7,0,0.0,0.0,7.0,0.11,324.5620457410544,0.0,20.0,1.3463114073145548,1856.0,-63,0,0.95,12.5,23.610156318735616,Hard,Mala,derrotas,Mala,derrotas,player1,False,False,True
1563.5280631686012,-4,1.04,2.0,1380,0.63,1443,0.0,4.795494208614071,0.0,-7,0,0.0,0.0,7.0,0.11,324.5620457410544,0.0,20.0,1.3463114073145548,1856.0,-63,0,0.95,12.5,23.610156318735616,Hard,Mala,derrotas,Mala,derrotas,player1,False,False,True
1080.0,1,1.22,11.0,1512,0.81,1508,0.83,14.0,0.25,1,1,0.0,0.29,13.0,0.35,81.0,0.0,30.0,1.0740055504162813,1161.0,4,1,1.25,35.0,33.3,Hard,Mala,victorias,Mala,victorias,player2,False,False,True
1080.0,1,1.22,11.0,1512,0.81,1508,0.83,14.0,0.25,1,1,0.0,0.29,13.0,0.35,81.0,0.0,30.0,1.0740055504162813,1161.0,4,1,1.25,35.0,33.3,Hard,Mala,victorias,Mala,victorias,player2,False,False,True
1104.0,-1,1.08,3.0,1454,0.67,1486,0.82,13.0,0.0,-2,0,0.0,0.25,12.0,0.23,554.0,0.0,21.4,1.5004524886877828,1658.0,-32,0,1.25,40.0,25.0,Hard,Mala,derrotas,Regular,derrotas,player2,False,False,True
1104.0,-1,1.08,3.0,1454,0.67,1486,0.82,13.0,0.0,-2,0,0.0,0.25,12.0,0.23,554.0,0.0,21.4,1.5004524886877828,1658.0,-32,0,1.25,40.0,25.0,Hard,Mala,derrotas,Regular,derrotas,player2,False,False,True
539.0,1,1.1,1.0,1438,0.54,1609,0.94,77.0,0.2,1,0,0.0,0.37,9.0,0.15,1578.0,0.0,16.7,3.9203703703703705,2117.0,-171,1,1.37,55.0,40.0,Hard,Mala,victorias,Regular,victorias,player2,False,False,True
539.0,1,1.1,1.0,1438,0.54,1609,0.94,77.0,0.2,1,0,0.0,0.37,9.0,0.15,1578.0,0.0,16.7,3.9203703703703705,2117.0,-171,1,1.37,55.0,40.0,Hard,Mala,victorias,Regular,victorias,player2,False,False,True
950.0,1,1.36,27.0,1629,0.52,1595,0.52,21.0,0.21,1,1,0.3,0.3,9.0,0.0,-74.0,0.41,65.0,0.9211356466876972,876.0,34,3,1.32,55.0,55.6,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
950.0,1,1.36,27.0,1629,0.52,1595,0.52,21.0,0.21,1,1,0.3,0.3,9.0,0.0,-74.0,0.41,65.0,0.9211356466876972,876.0,34,3,1.32,55.0,55.6,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
716.0,1,1.25,6.0,1485,0.44,1601,0.54,43.0,0.09,1,0,0.0,0.34,9.0,0.26,645.0,0.0,35.0,1.8981868898186889,1361.0,-116,0,1.4,55.0,40.0,Clay,Mala,victorias,Regular,victorias,player2,True,False,False
716.0,1,1.25,6.0,1485,0.44,1601,0.54,43.0,0.09,1,0,0.0,0.34,9.0,0.26,645.0,0.0,35.0,1.8981868898186889,1361.0,-116,0,1.4,55.0,40.0,Clay,Mala,victorias,Regular,victorias,player2,True,False,False
913.0,1,1.18,8.0,1468,0.46,1520,0.52,24.0,0.12,1,0,0.34,0.28,9.0,0.25,364.0,0.0,30.0,1.3971553610503282,1277.0,-52,6,1.27,55.0,50.0,Clay,Mala,victorias,Regular,victorias,player1,True,False,False
913.0,1,1.18,8.0,1468,0.46,1520,0.52,24.0,0.12,1,0,0.34,0.28,9.0,0.25,364.0,0.0,30.0,1.3971553610503282,1277.0,-52,6,1.27,55.0,50.0,Clay,Mala,victorias,Regular,victorias,player1,True,False,False
1580.0,1,1.3,13.0,1540,0.49,1522,0.4,3.0,0.0,1,0,0.0,0.45,8.0,0.31,-488.0,0.0,40.0,0.6907020872865275,1092.0,18,0,1.29,38.5,66.7,Clay,Regular,victorias,Mala,victorias,player2,True,False,False
1580.0,1,1.3,13.0,1540,0.49,1522,0.4,3.0,0.0,1,0,0.0,0.45,8.0,0.31,-488.0,0.0,40.0,0.6907020872865275,1092.0,18,0,1.29,38.5,66.7,Clay,Regular,victorias,Mala,victorias,player2,True,False,False
1625.0,1,1.22,6.0,1479,0.44,1538,0.4,3.0,0.09,1,0,0.0,0.3,13.0,0.29,-255.0,0.0,30.0,0.8425584255842559,1370.0,-59,1,1.26,35.0,31.605510637421183,Clay,Mala,victorias,Mala,victorias,player2,True,False,False
1625.0,1,1.22,6.0,1479,0.44,1538,0.4,3.0,0.09,1,0,0.0,0.3,13.0,0.29,-255.0,0.0,30.0,0.8425584255842559,1370.0,-59,1,1.26,35.0,31.605510637421183,Clay,Mala,victorias,Mala,victorias,player2,True,False,False
695.0,1,1.37,19.0,1636,0.51,1615,0.55,46.0,0.2,1,0,0.0,0.22,10.0,0.39,286.0,0.0,55.0,1.4094827586206897,981.0,21,1,1.34,50.0,55.293127957927055,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
695.0,1,1.37,19.0,1636,0.51,1615,0.55,46.0,0.2,1,0,0.0,0.22,10.0,0.39,286.0,0.0,55.0,1.4094827586206897,981.0,21,1,1.34,50.0,55.293127957927055,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
862.0,1,1.11,1.0,1446,0.32,1488,0.53,29.0,0.0,1,0,0.45,0.31,15.0,0.22,1255.0,0.29,20.0,2.4530706836616454,2117.0,-42,4,1.11,25.0,42.3,Clay,Mala,victorias,Mala,victorias,player2,True,False,False
862.0,1,1.11,1.0,1446,0.32,1488,0.53,29.0,0.0,1,0,0.45,0.31,15.0,0.22,1255.0,0.29,20.0,2.4530706836616454,2117.0,-42,4,1.11,25.0,42.3,Clay,Mala,victorias,Mala,victorias,player2,True,False,False
960.4708960696677,-1,1.36,173.0,1623,0.59,1500,0.0,31.69986915584216,0.21,0,0,0.0,0.0,12.919329967226249,0.34,-619.6395735802707,0.0,55.0,0.3930968494590207,303.0,123,0,0.0,35.40335016386877,56.14021298836758,Clay,Regular,derrotas,,,player1,True,False,False
960.4708960696677,-1,1.36,173.0,1623,0.59,1500,0.0,31.69986915584216,0.21,0,0,0.0,0.0,12.919329967226249,0.34,-619.6395735802707,0.0,55.0,0.3930968494590207,303.0,123,0,0.0,35.40335016386877,56.14021298836758,Clay,Regular,derrotas,,,player1,True,False,False
831.0,-6,0.99,1.0,1429,0.32,1582,0.53,32.0,0.0,-2,0,0.0,0.4,10.0,0.15,1356.0,0.0,16.7,2.628605769230769,2187.0,-153,0,1.34,50.0,50.0,Clay,Mala,derrotas,Regular,derrotas,player1,True,False,False
831.0,-6,0.99,1.0,1429,0.32,1582,0.53,32.0,0.0,-2,0,0.0,0.4,10.0,0.15,1356.0,0.0,16.7,2.628605769230769,2187.0,-153,0,1.34,50.0,50.0,Clay,Mala,derrotas,Regular,derrotas,player1,True,False,False
923.0,-1,1.37,25.0,1571,0.52,1599,0.52,23.0,0.0,-1,2,0.0,0.37,10.0,0.32,-20.0,0.0,60.0,0.9772727272727273,903.0,-28,0,1.32,50.0,50.0,Clay,Buena,derrotas,Regular,derrotas,player2,True,False,False
923.0,-1,1.37,25.0,1571,0.52,1599,0.52,23.0,0.0,-1,2,0.0,0.37,10.0,0.32,-20.0,0.0,60.0,0.9772727272727273,903.0,-28,0,1.32,50.0,50.0,Clay,Buena,derrotas,Regular,derrotas,player2,True,False,False
1416.451648062849,-1,1.1,5.0,1455,0.43,1462,0.0,7.90796840808028,0.09,-3,0,0.0,0.0,3.0,0.25,69.92287332837532,0.0,25.0,1.1492349828490127,1436.0,-7,0,0.0,0.0,37.66408687940349,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
1416.451648062849,-1,1.1,5.0,1455,0.43,1462,0.0,7.90796840808028,0.09,-3,0,0.0,0.0,3.0,0.25,69.92287332837532,0.0,25.0,1.1492349828490127,1436.0,-7,0,0.0,0.0,37.66408687940349,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
939.0,-2,1.22,30.0,1480,0.53,1501,0.52,22.0,0.12,-5,1,0.0,0.32,14.0,0.23,-89.0,0.0,35.0,0.9042553191489362,850.0,-21,1,1.14,30.0,25.0,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
939.0,-2,1.22,30.0,1480,0.53,1501,0.52,22.0,0.12,-5,1,0.0,0.32,14.0,0.23,-89.0,0.0,35.0,0.9042553191489362,850.0,-21,1,1.14,30.0,25.0,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
1822.0,-2,1.11,2.0,1461,0.38,1463,0.38,2.0,0.0,-1,1,0.0,0.12,11.0,0.0,-57.0,0.0,22.2,0.968184311574328,1765.0,-2,0,1.12,26.7,0.0,Clay,Mala,derrotas,Mala,derrotas,player2,True,False,False
1822.0,-2,1.11,2.0,1461,0.38,1463,0.38,2.0,0.0,-1,1,0.0,0.12,11.0,0.0,-57.0,0.0,22.2,0.968184311574328,1765.0,-2,0,1.12,26.7,0.0,Clay,Mala,derrotas,Mala,derrotas,player2,True,False,False
445.0,-1,1.01,2.0,1396,0.38,1673,0.57,103.0,0.21,-1,0,0.0,0.41,7.0,0.38,1377.0,0.0,20.0,4.085201793721973,1822.0,-277,0,1.43,65.0,57.9,Clay,Mala,derrotas,Buena,derrotas,player2,True,False,False
445.0,-1,1.01,2.0,1396,0.38,1673,0.57,103.0,0.21,-1,0,0.0,0.41,7.0,0.38,1377.0,0.0,20.0,4.085201793721973,1822.0,-277,0,1.43,65.0,57.9,Clay,Mala,derrotas,Buena,derrotas,player2,True,False,False
1646.0,-3,1.11,5.0,1467,0.43,1400,0.4,3.0,0.15,-5,0,0.0,0.15,16.0,0.21,-201.0,0.0,25.0,0.8773527625986642,1445.0,67,1,1.05,20.0,33.3,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
1646.0,-3,1.11,5.0,1467,0.43,1400,0.4,3.0,0.15,-5,0,0.0,0.15,16.0,0.21,-201.0,0.0,25.0,0.8773527625986642,1445.0,67,1,1.05,20.0,33.3,Clay,Mala,derrotas,Mala,derrotas,player1,True,False,False
1685.0,1,1.26,7.0,1479,0.75,1551,0.67,3.0,0.16,1,0,0.0,0.29,14.0,0.24,-370.0,0.0,35.0,0.7799525504151839,1315.0,-72,1,1.22,30.0,40.0,Hard,Mala,victorias,Mala,victorias,player2,False,False,True
1685.0,1,1.26,7.0,1479,0.75,1551,0.67,3.0,0.16,1,0,0.0,0.29,14.0,0.24,-370.0,0.0,35.0,0.7799525504151839,1315.0,-72,1,1.22,30.0,40.0,Hard,Mala,victorias,Mala,victorias,player2,False,False,True
1601.0,1,1.3,10.0,1514,0.8,1509,0.67,3.0,0.09,1,0,0.0,0.36,12.0,0.25,-404.0,0.0,40.0,0.7471910112359551,1197.0,5,2,1.21,33.3,0.0,Hard,Regular,victorias,Mala,victorias,player1,False,False,True
1601.0,1,1.3,10.0,1514,0.8,1509,0.67,3.0,0.09,1,0,0.0,0.36,12.0,0.25,-404.0,0.0,40.0,0.7471910112359551,1197.0,5,2,1.21,33.3,0.0,Hard,Regular,victorias,Mala,victorias,player1,False,False,True
643.0,1,1.23,27.0,1565,0.87,1711,0.92,54.0,0.09,1,0,0.11,0.4,6.0,0.35,237.0,0.0,40.0,1.3664596273291925,880.0,-146,4,1.46,70.0,60.0,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
643.0,1,1.23,27.0,1565,0.87,1711,0.92,54.0,0.09,1,0,0.11,0.4,6.0,0.35,237.0,0.0,40.0,1.3664596273291925,880.0,-146,4,1.46,70.0,60.0,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
667.0,6,1.53,54.0,1733,0.92,1629,0.92,51.0,0.21,1,2,0.11,0.4,9.0,0.42,-25.0,0.19,70.0,0.9610778443113772,642.0,104,5,1.28,55.0,53.3,Hard,Buena,victorias,Regular,victorias,player1,False,False,True
667.0,6,1.53,54.0,1733,0.92,1629,0.92,51.0,0.21,1,2,0.11,0.4,9.0,0.42,-25.0,0.19,70.0,0.9610778443113772,642.0,104,5,1.28,55.0,53.3,Hard,Buena,victorias,Regular,victorias,player1,False,False,True
597.0,1,1.33,12.0,1527,0.82,1560,0.93,63.0,0.09,1,0,0.0,0.34,11.0,0.27,527.0,0.0,45.0,1.879598662207358,1124.0,-33,0,1.33,45.0,47.00697202739843,Hard,Regular,victorias,Regular,victorias,player2,False,False,True
597.0,1,1.33,12.0,1527,0.82,1560,0.93,63.0,0.09,1,0,0.0,0.34,11.0,0.27,527.0,0.0,45.0,1.879598662207358,1124.0,-33,0,1.33,45.0,47.00697202739843,Hard,Regular,victorias,Regular,victorias,player2,False,False,True
1153.0,1,1.43,68.0,1646,0.93,1482,0.81,11.0,0.12,1,0,0.0,0.29,15.0,0.38,-579.0,0.0,65.0,0.49740034662045063,574.0,164,1,1.16,25.0,40.0,Hard,Buena,victorias,Mala,victorias,player1,False,False,True
1153.0,1,1.43,68.0,1646,0.93,1482,0.81,11.0,0.12,1,0,0.0,0.29,15.0,0.38,-579.0,0.0,65.0,0.49740034662045063,574.0,164,1,1.16,25.0,40.0,Hard,Buena,victorias,Mala,victorias,player1,False,False,True
1808.0,1,1.38,13.0,1573,0.49,1434,0.38,2.0,0.0,1,0,0.0,0.2,15.0,0.35,-724.0,0.0,50.0,0.5992260917634052,1084.0,139,0,1.14,21.1,0.0,Clay,Regular,victorias,Mala,victorias,player2,True,False,False
1808.0,1,1.38,13.0,1573,0.49,1434,0.38,2.0,0.0,1,0,0.0,0.2,15.0,0.35,-724.0,0.0,50.0,0.5992260917634052,1084.0,139,0,1.14,21.1,0.0,Clay,Regular,victorias,Mala,victorias,player2,True,False,False
